NAME,avg_household_size,total_occupied_units,owner_occupied_units,renter_occupied_units,total_units_bedroom_table,units_0br,units_1br,units_2br,units_3br,units_4br,units_5plus_br,total_occ_per_room_base,owner_1.01_to_1.5_per_room,owner_1.51_to_2_per_room,owner_over_2_per_room,renter_1.01_to_1.5_per_room,renter_1.51_to_2_per_room,renter_over_2_per_room,tenure_age_base,owner_65_to_74,owner_75_to_84,owner_85_plus,moved_in_base,owner_moved_2000_2009,owner_moved_1990_1999,owner_moved_1989_earlier,renter_total_cost_burden_base,renter_30_34_9pct,renter_35_39_9pct,renter_40_49_9pct,renter_50plus_pct,owner_total_cost_burden_base,owner_mtg_30_34_9pct,owner_mtg_35_39_9pct,owner_mtg_40_49_9pct,owner_mtg_50plus_pct,owner_mtg_not_computed,owner_nomtg_30_34_9pct,owner_nomtg_35_39_9pct,owner_nomtg_40_49_9pct,owner_nomtg_50plus_pct,owner_nomtg_not_computed,state,county,tract,avg_bedrooms,pct_overcrowded,pct_owner_65plus_long_tenure,pct_hh_25_34_doubled_up,pct_cost_burdened,bedroom_mismatch,bedroom_mismatch_norm,pct_overcrowded_norm,pct_owner_65plus_long_tenure_norm,pct_cost_burdened_norm,demand_score,ams_res,res_vac,nostat_res,pct_residential_vacant,pct_no_stat,pct_vacant_12mo_plus
Census Tract 6; El Paso County; Texas,2.61,1593,907,686,1794,65,223,496,827,171,12,1593,10,3,9,9,40,0,1593,96,183,87,1593,99,210,138,686,12,105,94,236,907,96,40,78,28,26,51,0,0,0,21,48,141,48141000600,2.4749163879598663,0.044569993722536096,0.2184557438794727,,0.47865459249676584,0.13508361204013353,0.10514117185716089,0.16756787339459922,0.5801611558766324,0.6534190718861727,0.3796936533305132,1719,39,12,0.02268760907504363,0.006980802792321117,1.0
Census Tract 10.02; El Paso County; Texas,2.59,1239,674,565,1522,90,167,719,426,120,0,1239,3,9,12,79,0,5,1239,213,91,70,1239,120,151,45,565,10,64,27,180,674,20,28,0,49,0,14,21,21,17,31,48,141,48141001002,2.209592641261498,0.08716707021791767,0.15819209039548024,,0.37334437086092714,0.38040735873850196,0.2970072006313475,0.32771825541157024,0.42011669908307864,0.4667892631503821,0.3794434073081057,1446,44,35,0.030428769017980636,0.024204702627939143,0.8636363636363636
Census Tract 103.47; El Paso County; Texas,3.15,1309,1050,259,1444,169,70,148,614,432,11,1309,38,32,0,26,21,0,1309,329,41,0,1309,325,282,74,259,0,0,13,92,1050,21,22,0,0,9,35,51,0,12,36,48,141,48141010347,2.7638504155124655,0.08938120702826585,0.2719633307868602,,0.19462025316455697,0.38614958448753445,0.30149815621807413,0.3360426495998321,0.7222632719257598,0.15005602126728673,0.3791922494218261,1769,0,299,0.0,0.16902204635387225,
Census Tract 37.02; El Paso County; Texas,2.31,1528,1039,489,1753,29,156,375,1093,74,26,1528,0,7,12,0,0,10,1528,320,151,43,1528,74,243,239,489,53,18,79,127,1039,14,57,0,4,30,36,30,9,61,9,48,141,48141003702,2.6303479749001712,0.018979057591623036,0.31544502617801046,,0.3277367360644728,0.3203479749001712,0.250035166236922,0.07135474012987887,0.8377392498497982,0.38596383113878163,0.37733922553349303,1710,34,26,0.019883040935672516,0.0152046783625731,1.0
Census Tract 104.10; El Paso County; Texas,3.47,1484,1281,203,1504,0,76,182,922,276,48,1484,51,43,0,33,0,0,1484,344,104,0,1484,366,81,119,203,57,0,0,62,1281,115,183,10,5,21,129,0,0,0,0,48,141,48141010410,3.0252659574468086,0.08557951482479785,0.1347708894878706,,0.38345864661654133,0.4447340425531916,0.34731666122715427,0.3217495922168365,0.3579161327382793,0.4847136898627169,0.37664566556073087,1852,0,152,0.0,0.08207343412526998,
Census Tract 41.03; El Paso County; Texas,2.69,2174,928,1246,2404,89,161,1036,894,202,22,2174,0,0,17,65,0,36,2174,220,123,36,2174,106,96,253,1246,333,136,164,240,928,30,63,0,0,0,25,49,17,0,0,48,141,48141004103,2.4263727121464225,0.05427782888684453,0.16053357865685372,,0.4862005519779209,0.2636272878535775,0.2056743038278132,0.20406600045011075,0.4263350777444312,0.6667919520569683,0.37563641835094574,2653,28,35,0.010554089709762533,0.013192612137203167,0.7142857142857143
Census Tract 3.01; El Paso County; Texas,2.59,2395,968,1427,2603,81,362,756,1123,281,0,2395,37,0,10,44,38,0,2395,167,136,66,2395,122,267,197,1427,57,52,324,536,968,24,18,91,0,49,42,51,0,52,0,48,141,48141000301,2.4460238186707643,0.05386221294363257,0.15407098121085594,,0.53154305200341,0.1439761813292355,0.11209598963595946,0.2025034272043868,0.4091721140353879,0.7471475146596375,0.3722501332622643,2552,88,35,0.034482758620689655,0.01371473354231975,0.9886363636363636
Census Tract 22.01; El Paso County; Texas,2.27,1075,455,620,1214,83,276,381,215,214,45,1075,8,0,0,52,17,36,1075,108,109,8,1075,49,59,149,620,36,22,141,112,455,0,9,9,0,27,54,0,7,8,18,48,141,48141002201,2.2767710049423395,0.10511627906976745,0.19348837209302325,,0.3864077669902913,0.006771004942339509,0.004788757152742951,0.3952011178760355,0.5138543652306519,0.489940093935771,0.370466701584965,1443,8,74,0.005544005544005544,0.05128205128205128,0.875
Census Tract 39.04; El Paso County; Texas,3.11,1078,547,531,1078,0,83,262,623,110,0,1078,54,0,0,40,0,0,1078,41,39,0,1078,72,180,42,531,75,52,94,116,547,11,24,66,44,0,0,0,22,0,0,48,141,48141003904,2.7050092764378477,0.08719851576994433,0.07421150278293136,,0.4675324675324675,0.40499072356215216,0.3162336825602254,0.32783647989043446,0.19708628607926032,0.6337085440515587,0.36929638801188014,1087,4,14,0.0036798528058877645,0.012879484820607176,0.75
Census Tract 41.05; El Paso County; Texas,2.56,1217,542,675,1258,42,207,326,519,141,23,1217,46,0,0,45,26,0,1217,51,140,28,1217,200,46,56,675,196,109,66,144,542,0,29,10,37,10,25,11,10,0,12,48,141,48141004105,2.4602543720190777,0.0961380443714051,0.0838126540673788,,0.5330543933054394,0.09974562798092235,0.07750357558865643,0.3614460380658835,0.2225844255559896,0.7498258998510352,0.36703710788925253,1428,9,13,0.0063025210084033615,0.009103641456582634,1.0
Census Tract 29; El Paso County; Texas,2.05,550,174,376,631,76,311,98,142,4,0,550,0,0,0,31,19,0,550,51,13,0,550,58,43,6,376,38,47,46,62,174,0,0,0,6,0,4,4,0,0,0,48,141,48141002900,1.503961965134707,0.09090909090909091,0.0890909090909091,,0.37636363636363634,0.5460380348652929,0.4265458225516453,0.34178696839641043,0.23660208643815203,0.47213997777751215,0.3650307710831683,624,15,14,0.02403846153846154,0.022435897435897436,0.8666666666666667
Census Tract 38.03; El Paso County; Texas,2.91,903,693,210,937,56,63,136,539,118,25,903,13,0,0,38,0,0,903,107,108,55,903,46,35,193,210,38,0,0,53,693,106,25,11,0,0,38,19,12,0,0,48,141,48141003803,2.720384204909285,0.05647840531561462,0.25249169435215946,,0.3344407530454042,0.18961579509071536,0.14779042022024946,0.21233941225956396,0.6705517128696694,0.39784462853411184,0.36035899307286445,1197,5,7,0.004177109440267335,0.005847953216374269,1.0
Census Tract 103.50; El Paso County; Texas,3.07,1539,1256,283,1648,116,0,83,1095,354,0,1539,3,67,0,52,0,42,1539,130,9,8,1539,158,777,178,283,42,0,7,179,1256,152,121,90,0,0,13,89,0,13,0,48,141,48141010350,2.9532766990291264,0.10656270305393112,0.09551656920077972,,0.4587394411955815,0.11672330097087347,0.09078169781794797,0.40063917543023025,0.2536669542709232,0.6181256234388143,0.356296236620093,1356,6,1,0.004424778761061947,0.0007374631268436578,1.0
Census Tract 12.04; El Paso County; Texas,2.42,2005,1013,992,2230,56,222,603,974,345,30,2005,24,0,6,25,19,0,2005,194,191,81,2005,156,228,241,992,57,36,232,154,1013,70,22,10,18,0,152,33,0,3,15,48,141,48141001204,2.6367713004484306,0.03690773067331671,0.23241895261845386,,0.3954773869346734,0.21677130044843063,0.1690285557145156,0.13876039514946537,0.6172437758063857,0.5060131912024308,0.35624807143994686,2135,24,17,0.011241217798594848,0.007962529274004685,0.9166666666666666
Census Tract 11.12; El Paso County; Texas,2.54,1644,1139,505,1765,29,21,289,1055,332,39,1644,19,5,0,9,0,0,1644,178,145,60,1644,155,391,197,505,36,40,72,144,1139,74,49,75,33,11,0,13,27,10,10,48,141,48141001112,2.995467422096317,0.020072992700729927,0.2329683698296837,,0.35304990757855825,0.4554674220963171,0.3557111641482173,0.07546756054008333,0.6187028838099796,0.430823601489529,0.3561641223165456,2037,47,7,0.023073146784486992,0.003436426116838488,0.9574468085106383
Census Tract 102.14; El Paso County; Texas,2.94,2076,1727,349,2120,18,18,299,540,918,327,2076,0,0,0,0,0,18,2076,419,40,34,2076,538,463,162,349,10,0,15,64,1727,334,62,60,22,37,18,61,0,0,0,48,141,48141010214,3.5580188679245284,0.008670520231213872,0.23747591522157996,,0.31682197155468367,0.6180188679245284,0.48284154105750104,0.032598179066709664,0.6306737420638681,0.36662078559945943,0.355671393847345,2358,9,29,0.003816793893129771,0.012298558100084818,1.0
Census Tract 103.37; El Paso County; Texas,3.36,2542,1790,752,2542,130,155,337,1613,292,15,2542,125,0,0,51,68,0,2542,155,5,0,2542,730,267,535,752,117,25,0,228,1790,201,23,123,18,83,80,0,34,0,0,48,141,48141010337,2.7187254130605822,0.0959874114870181,0.06294256490952006,,0.34526230174867834,0.6412745869394176,0.5010296802561138,0.36087971014003367,0.16715894287446312,0.41702247787622915,0.3545152042809059,2363,0,61,0.0,0.02581464240372408,
Census Tract 103.51; El Paso County; Texas,3.34,873,492,381,934,8,0,20,832,74,0,873,52,0,0,56,0,0,873,53,14,0,873,102,282,15,381,51,94,24,37,492,10,58,7,5,75,8,0,0,0,0,48,141,48141010351,3.032119914346895,0.12371134020618557,0.07674684994272624,,0.3684210526315789,0.307880085653105,0.24028411510866657,0.46511216317862036,0.20381950312658442,0.45806420374763945,0.3530613986938754,1066,9,27,0.008442776735459663,0.025328330206378986,1.0
Census Tract 1.12; El Paso County; Texas,3.04,1554,999,555,1734,0,7,339,1014,374,0,1554,53,0,0,93,0,0,1554,228,64,54,1554,253,267,144,555,82,41,23,105,999,63,50,0,50,6,47,10,20,0,0,48,141,48141000112,3.0121107266435985,0.09395109395109395,0.22265122265122264,,0.31718346253229973,0.027889273356401567,0.021305210817439794,0.3532238553697781,0.5913032470409519,0.3672614165939083,0.34986936468313645,1585,42,4,0.026498422712933754,0.002523659305993691,0.7857142857142857
Census Tract 11.17; El Paso County; Texas,2.51,2248,1442,806,2542,0,359,340,1044,695,104,2248,0,50,0,0,0,0,2248,302,202,42,2248,340,361,365,806,67,33,91,215,1442,136,53,60,12,81,0,26,0,0,42,48,141,48141001117,2.9390243902439024,0.02224199288256228,0.24288256227758007,,0.3261176470588235,0.4290243902439026,0.33503024932218495,0.08362225650268049,0.6450323785076716,0.3830944964554358,0.34912444555601796,3117,15,597,0.004812319538017324,0.1915303176130895,1.0
Census Tract 2.04; El Paso County; Texas,2.71,1920,1048,872,1920,12,122,443,850,472,21,1920,0,0,0,42,0,0,1920,256,86,93,1920,209,251,245,872,78,100,64,296,1048,106,99,24,10,49,24,0,19,0,0,48,141,48141000204,2.8911458333333333,0.021875,0.2265625,,0.43826830571886694,0.18114583333333334,0.1411661209091183,0.08224248927038626,0.6016905737704918,0.5818468649358172,0.3487903306395168,2004,34,5,0.016966067864271458,0.00249500998003992,0.8529411764705882
Census Tract 105.02; El Paso County; Texas,2.21,690,602,88,725,0,74,120,381,101,49,690,2,12,0,0,0,0,690,113,27,17,690,226,54,193,88,0,0,0,6,602,52,60,0,0,0,55,0,0,0,23,48,141,48141010502,2.9048275862068964,0.020289855072463767,0.22753623188405797,,0.2593703148425787,0.6948275862068964,0.54291311566211,0.07628288859861913,0.6042765502494655,0.26480548659827,0.34873799892394164,155,0,33,0.0,0.2129032258064516,
Census Tract 103.34; El Paso County; Texas,3.54,1030,908,122,1052,29,34,96,589,244,60,1030,52,0,63,20,0,0,1030,76,5,0,1030,174,377,262,122,0,0,0,38,908,18,80,121,10,7,2,29,0,0,0,48,141,48141010334,3.1074144486692017,0.13106796116504854,0.07864077669902912,,0.2913000977517107,0.43258555133079835,0.3378154091151664,0.4927705321055043,0.20884927582365112,0.3213911549668442,0.3479543491523084,2014,0,276,0.0,0.13704071499503476,
Census Tract 11.19; El Paso County; Texas,2.56,1581,769,812,1842,0,255,472,666,324,125,1581,0,0,0,56,0,0,1581,152,176,46,1581,69,201,142,812,99,104,122,100,769,30,97,47,0,10,8,8,0,0,29,48,141,48141001119,2.778501628664495,0.03542061986084757,0.21695129664769133,,0.39883268482490275,0.21850162866449496,0.17038183360856465,0.13316936909056853,0.576165738638131,0.5119594193441823,0.34605846694446185,1664,18,2,0.010817307692307692,0.001201923076923077,0.9444444444444444
Census Tract 1.07; El Paso County; Texas,2.64,1776,1544,232,1895,27,0,64,1506,298,0,1776,40,0,19,0,0,0,1776,176,186,39,1776,301,272,234,232,11,0,34,48,1544,127,65,46,32,43,74,8,35,44,0,48,141,48141000107,3.0807387862796833,0.03322072072072072,0.22578828828828829,,0.3023658395845355,0.4407387862796832,0.34419199854997895,0.12489850365386845,0.5996344705361099,0.3410017611330828,0.3414670087234545,1896,39,2,0.020569620253164556,0.0010548523206751054,0.9743589743589743
Census Tract 2.06; El Paso County; Texas,3.12,1720,1030,690,1755,41,50,176,1231,245,12,1720,30,24,21,25,0,9,1720,179,105,122,1720,159,243,271,690,42,8,22,158,1030,128,51,0,35,93,10,7,12,6,11,48,141,48141000206,2.925925925925926,0.06337209302325582,0.23604651162790696,,0.2964108910891089,0.19407407407407407,0.15127720980020878,0.2382573111088931,0.6268776210446053,0.3304484560362988,0.3410641545629357,1708,26,2,0.01522248243559719,0.00117096018735363,0.9230769230769231
Census Tract 39.05; El Paso County; Texas,2.88,860,419,441,952,11,99,222,435,185,0,860,41,0,0,0,0,0,860,56,88,39,860,36,136,49,441,102,27,27,91,419,19,0,0,0,0,0,58,5,0,0,48,141,48141003905,2.7184873949579833,0.047674418604651166,0.2127906976744186,,0.3825581395348837,0.1615126050420166,0.12581110699396106,0.17923944505439665,0.5651162790697675,0.4831178194732675,0.3409925795508699,1133,29,12,0.02559576345984113,0.01059135039717564,0.9655172413793104
Census Tract 1.10; El Paso County; Texas,2.86,1274,553,721,1344,21,247,239,562,257,18,1274,9,0,0,45,21,0,1274,120,36,39,1274,48,177,93,721,68,74,103,163,553,48,8,11,20,7,18,8,0,0,17,48,141,48141000110,2.6257440476190474,0.05886970172684458,0.15306122448979592,,0.4168,0.23425595238095243,0.18270318271634664,0.2213298657198105,0.4064904650384744,0.5438009304770666,0.34051244513809775,1489,24,7,0.016118200134318333,0.0047011417058428475,0.9166666666666666
Census Tract 103.16; El Paso County; Texas,2.77,1338,768,570,1437,11,160,299,810,148,9,1338,0,0,0,52,0,11,1338,245,91,33,1338,65,193,85,570,0,11,36,149,768,87,80,45,16,11,48,8,18,22,52,48,141,48141010316,2.661795407098121,0.04708520179372197,0.2077727952167414,,0.40784313725490196,0.1082045929018789,0.08411927434903607,0.17702419215150403,0.5517900463133133,0.5279276604846169,0.339860539214741,1454,7,0,0.004814305364511692,0.0,0.5714285714285714
Census Tract 103.64; El Paso County; Texas,2.78,896,713,183,1050,45,51,331,365,206,52,896,31,8,0,29,0,23,896,141,72,9,896,169,105,205,183,9,29,0,24,713,0,9,6,0,28,60,36,24,0,33,48,141,48141010364,2.7542857142857144,0.1015625,0.24776785714285715,,0.23592814371257484,0.025714285714285356,0.0196041678195972,0.38184012875536477,0.6580064402810305,0.22326148596485562,0.3387898537520004,1302,0,260,0.0,0.19969278033794163,
Census Tract 1.13; El Paso County; Texas,2.61,1205,1022,183,1238,0,0,85,767,386,0,1205,0,0,0,0,0,0,1205,77,108,54,1205,189,352,116,183,11,0,0,23,1022,101,70,79,0,47,0,47,34,0,102,48,141,48141000113,3.24313408723748,0.0,0.1983402489626556,,0.3456439393939394,0.63313408723748,0.49466305097106295,0.0,0.5267396775729541,0.4176988126102661,0.33504223274001765,1566,22,1,0.0140485312899106,0.0006385696040868455,0.8181818181818182
Census Tract 4.01; El Paso County; Texas,2.31,2347,1292,1055,2573,59,363,659,938,438,116,2347,0,0,0,12,83,0,2347,387,146,103,2347,145,303,245,1055,71,41,112,174,1292,93,20,91,0,75,0,0,0,34,65,48,141,48141000401,2.653322969296541,0.040477204942479764,0.23348956114188327,,0.2881739918441323,0.34332296929654094,0.26800375262640247,0.15218039283095394,0.6200870312292638,0.31585109875428913,0.3332394008704549,2448,38,9,0.015522875816993464,0.003676470588235294,1.0
Census Tract 103.33; El Paso County; Texas,2.99,1431,1133,298,1553,43,256,482,655,78,39,1431,0,9,31,51,46,0,1431,135,49,0,1431,160,284,267,298,28,0,69,46,1133,37,11,5,19,72,21,0,31,14,0,48,141,48141010333,2.377334191886671,0.0957372466806429,0.12858141160027953,,0.20676968359087564,0.6126658081133294,0.47865494949599086,0.3599391763615587,0.3414785029384473,0.17158713041786325,0.3319791511467434,1468,0,125,0.0,0.08514986376021798,
Census Tract 41.06; El Paso County; Texas,3.05,1656,1035,621,1776,73,85,501,736,329,52,1656,20,0,0,70,0,16,1656,212,147,138,1656,157,194,132,621,88,0,69,75,1035,45,50,61,0,7,0,22,45,7,37,48,141,48141004106,2.74268018018018,0.0640096618357488,0.19685990338164253,,0.2866004962779156,0.3073198198198197,0.239845935022405,0.24065435093611992,0.522808267997149,0.31306256434606133,0.3291332003711196,1838,18,58,0.009793253536452665,0.031556039173014146,1.0
Census Tract 101.02; El Paso County; Texas,3.16,353,0,353,489,0,0,119,308,62,0,353,0,0,0,11,0,0,353,0,0,0,353,0,0,0,353,36,87,31,84,0,0,0,0,0,0,0,0,0,0,0,48,141,48141010102,2.8834355828220857,0.031161473087818695,0.0,,0.6742209631728046,0.27656441717791447,0.21579234441949932,0.11715643959197071,0.0,1.0,0.32830540076149106,899,13,514,0.014460511679644048,0.5717463848720801,1.0
Census Tract 103.54; El Paso County; Texas,3.69,2322,1574,748,2350,64,128,231,1246,489,192,2322,0,0,0,0,0,0,2322,180,53,0,2322,593,508,0,748,40,96,28,220,1574,237,161,38,28,478,16,0,14,0,0,48,141,48141010354,3.0825531914893616,0.0,0.10034453057708871,,0.4761388286334056,0.6074468085106384,0.47457320550903975,0.0,0.2664887533358749,0.6489606582455014,0.32377699399715204,2320,0,73,0.0,0.03146551724137931,
Census Tract 102.11; El Paso County; Texas,2.89,992,800,192,1050,4,20,111,528,320,67,992,8,0,4,0,0,0,992,173,22,0,992,172,267,178,192,24,17,11,22,800,137,66,23,57,0,0,11,0,0,0,48,141,48141010211,3.277142857142857,0.012096774193548387,0.19657258064516128,,0.3709677419354839,0.387142857142857,0.3022749879860197,0.04547971756887719,0.5220452141723956,0.4625774231703542,0.3202545722035546,1116,3,19,0.002688172043010753,0.017025089605734768,1.0
Census Tract 34.04; El Paso County; Texas,2.49,2505,1591,914,2677,300,376,74,1077,704,146,2505,0,0,0,0,0,0,2505,346,176,79,2505,141,536,275,914,36,87,110,152,1591,265,78,65,21,26,54,0,68,15,26,48,141,48141003404,2.7273066865894657,0.0,0.23992015968063873,,0.38768854463921726,0.23730668658946552,0.18508914112971073,0.0,0.6371650142338274,0.49220987633617935,0.31936155086844387,2822,24,27,0.008504606661941885,0.00956768249468462,1.0
